          time,          i_l1,           i_r,          i_vs,            v1,            v2,          v_l1,            vr,            vs
  4.590000e-02,      0.709757,      0.709757,      0.709757,     -2.789911,     -6.338698,     -6.338698,      3.548787,     -3.090170
  4.600000e-02,      0.677039,      0.677039,      0.677039,     -3.090170,     -6.475363,     -6.475363,      3.385193,     -3.387379
  4.610000e-02,      0.643952,      0.643952,      0.643952,     -3.387379,     -6.607142,     -6.607142,      3.219762,     -3.681246
  4.620000e-02,      0.610089,      0.610089,      0.610089,     -3.681246,     -6.731691,     -6.731691,      3.050446,     -3.971479
  4.630000e-02,      0.575487,      0.575487,      0.575487,     -3.971479,     -6.848916,     -6.848916,      2.877437,     -4.257793
  4.640000e-02,      0.540607,      0.540607,      0.540607,     -4.257793,     -6.960830,     -6.960830,      2.703037,     -4.539905
  4.650000e-02,      0.505057,      0.505057,      0.505057,     -4.539905,     -7.065192,     -7.065192,      2.525287,     -4.817537
  4.660000e-02,      0.468878,      0.468878,      0.468878,     -4.817537,     -7.161926,     -7.161926,      2.344389,     -5.090414
  4.670000e-02,      0.432512,      0.432512,      0.432512,     -5.090414,     -7.252973,     -7.252973,      2.162559,     -5.358268
  4.680000e-02,      0.395589,      0.395589,      0.395589,     -5.358268,     -7.336212,     -7.336212,      1.977944,     -5.620834
  4.690000e-02,      0.358151,      0.358151,      0.358151,     -5.620834,     -7.411588,     -7.411588,      1.790754,     -5.877853
  4.700000e-02,      0.320620,      0.320620,      0.320620,     -5.877853,     -7.480952,     -7.480952,      1.603099,     -6.129071
  4.710000e-02,      0.282650,      0.282650,      0.282650,     -6.129071,     -7.542319,     -7.542319,      1.413248,     -6.374240
  4.720000e-02,      0.244284,      0.244284,      0.244284,     -6.374240,     -7.595660,     -7.595660,      1.221420,     -6.613119
  4.730000e-02,      0.205919,      0.205919,      0.205919,     -6.613119,     -7.642715,     -7.642715,      1.029596,     -6.845471
  4.740000e-02,      0.167237,      0.167237,      0.167237,     -6.845471,     -7.681657,     -7.681657,      0.836186,     -7.071068
  4.750000e-02,      0.128283,      0.128283,      0.128283,     -7.071068,     -7.712480,     -7.712480,      0.641413,     -7.289686
  4.760000e-02,      0.089423,      0.089423,      0.089423,     -7.289686,     -7.736800,     -7.736800,      0.447114,     -7.501111
  4.770000e-02,      0.050371,      0.050371,      0.050371,     -7.501111,     -7.752964,     -7.752964,      0.251853,     -7.705132
  4.780000e-02,      0.011171,      0.011171,      0.011171,     -7.705132,     -7.760987,     -7.760987,      0.055855,     -7.901550
  4.790000e-02,     -0.027841,     -0.027841,     -0.027841,     -7.901550,     -7.762347,     -7.762347,     -0.139203,     -8.090170
  4.800000e-02,     -0.066918,     -0.066918,     -0.066918,     -8.090170,     -7.755580,     -7.755580,     -0.334589,     -8.270806
  4.810000e-02,     -0.106016,     -0.106016,     -0.106016,     -8.270806,     -7.740724,     -7.740724,     -0.530082,     -8.443279
  4.820000e-02,     -0.144835,     -0.144835,     -0.144835,     -8.443279,     -7.719104,     -7.719104,     -0.724175,     -8.607420
  4.830000e-02,     -0.183592,     -0.183592,     -0.183592,     -8.607420,     -7.689458,     -7.689458,     -0.917962,     -8.763067
  4.840000e-02,     -0.222265,     -0.222265,     -0.222265,     -8.763067,     -7.651740,     -7.651740,     -1.111327,     -8.910065
  4.850000e-02,     -0.260651,     -0.260651,     -0.260651,     -8.910065,     -7.606808,     -7.606808,     -1.303257,     -9.048271
  4.860000e-02,     -0.298830,     -0.298830,     -0.298830,     -9.048271,     -7.554119,     -7.554119,     -1.494152,     -9.177546
  4.870000e-02,     -0.336634,     -0.336634,     -0.336634,     -9.177546,     -7.494376,     -7.494376,     -1.683170,     -9.297765
  4.880000e-02,     -0.374148,     -0.374148,     -0.374148,     -9.297765,     -7.427023,     -7.427023,     -1.870742,     -9.408808
  4.890000e-02,     -0.411175,     -0.411175,     -0.411175,     -9.408808,     -7.352933,     -7.352933,     -2.055875,     -9.510565
  4.900000e-02,     -0.447862,     -0.447862,     -0.447862,     -9.510565,     -7.271253,     -7.271253,     -2.239312,     -9.602937
  4.910000e-02,     -0.484172,     -0.484172,     -0.484172,     -9.602937,     -7.182078,     -7.182078,     -2.420859,     -9.685832
  4.920000e-02,     -0.519973,     -0.519973,     -0.519973,     -9.685832,     -7.085969,     -7.085969,     -2.599863,     -9.759168
  4.930000e-02,     -0.555269,     -0.555269,     -0.555269,     -9.759168,     -6.982823,     -6.982823,     -2.776345,     -9.822873
  4.940000e-02,     -0.590023,     -0.590023,     -0.590023,     -9.822873,     -6.872758,     -6.872758,     -2.950115,     -9.876883
  4.950000e-02,     -0.624197,     -0.624197,     -0.624197,     -9.876883,     -6.755898,     -6.755898,     -3.120985,     -9.921147
  4.960000e-02,     -0.657683,     -0.657683,     -0.657683,     -9.921147,     -6.632730,     -6.632730,     -3.288417,     -9.955620
  4.970000e-02,     -0.690560,     -0.690560,     -0.690560,     -9.955620,     -6.502822,     -6.502822,     -3.452798,     -9.980267
  4.980000e-02,     -0.722767,     -0.722767,     -0.722767,     -9.980267,     -6.366434,     -6.366434,     -3.613833,     -9.995066
  4.990000e-02,     -0.754218,     -0.754218,     -0.754218,     -9.995066,     -6.223975,     -6.223975,     -3.771091,    -10.000000
  5.000000e-02,     -0.784920,     -0.784920,     -0.784920,    -10.000000,     -6.075402,     -6.075402,     -3.924598,     -9.995066
  5.010000e-02,     -0.814841,     -0.814841,     -0.814841,     -9.995066,     -5.920862,     -5.920862,     -4.074204,     -9.980267
  5.020000e-02,     -0.843977,     -0.843977,     -0.843977,     -9.980267,     -5.760384,     -5.760384,     -4.219884,     -9.955620
  5.030000e-02,     -0.872296,     -0.872296,     -0.872296,     -9.955620,     -5.594137,     -5.594137,     -4.361482,     -9.921147
  5.040000e-02,     -0.899739,     -0.899739,     -0.899739,     -9.921147,     -5.422450,     -5.422450,     -4.498697,     -9.876883
  5.050000e-02,     -0.926262,     -0.926262,     -0.926262,     -9.876883,     -5.245574,     -5.245574,     -4.631309,     -9.822873
  5.060000e-02,     -0.951882,     -0.951882,     -0.951882,     -9.822873,     -5.063462,     -5.063462,     -4.759411,     -9.759168
  5.070000e-02,     -0.976580,     -0.976580,     -0.976580,     -9.759168,     -4.876269,     -4.876269,     -4.882898,     -9.685832
  5.080000e-02,     -1.000335,     -1.000335,     -1.000335,     -9.685832,     -4.684155,     -4.684155,     -5.001676,     -9.602937
  5.090000e-02,     -1.023134,     -1.023134,     -1.023134,     -9.602937,     -4.487266,     -4.487266,     -5.115671,     -9.510565
  5.100000e-02,     -1.044911,     -1.044911,     -1.044911,     -9.510565,     -4.286011,     -4.286011,     -5.224554,     -9.408808
  5.110000e-02,     -1.065593,     -1.065593,     -1.065593,     -9.408808,     -4.080842,     -4.080842,     -5.327966,     -9.297765
  5.120000e-02,     -1.085232,     -1.085232,     -1.085232,     -9.297765,     -3.871603,     -3.871603,     -5.426162,     -9.177546
  5.130000e-02,     -1.103788,     -1.103788,     -1.103788,     -9.177546,     -3.658605,     -3.658605,     -5.518942,     -9.048271
  5.140000e-02,     -1.121310,     -1.121310,     -1.121310,     -9.048271,     -3.441721,     -3.441721,     -5.606549,     -8.910065
  5.150000e-02,     -1.137777,     -1.137777,     -1.137777,     -8.910065,     -3.221182,     -3.221182,     -5.688883,     -8.763067
  5.160000e-02,     -1.153067,     -1.153067,     -1.153067,     -8.763067,     -2.997730,     -2.997730,     -5.765336,     -8.607420
  5.170000e-02,     -1.167274,     -1.167274,     -1.167274,     -8.607420,     -2.771049,     -2.771049,     -5.836372,     -8.443279
  5.180000e-02,     -1.180142,     -1.180142,     -1.180142,     -8.443279,     -2.542569,     -2.542569,     -5.900711,     -8.270806
  5.190000e-02,     -1.191875,     -1.191875,     -1.191875,     -8.270806,     -2.311433,     -2.311433,     -5.959373,     -8.090170
  5.200000e-02,     -1.202782,     -1.202782,     -1.202782,     -8.090170,     -2.076260,     -2.076260,     -6.013910,     -7.901550
  5.210000e-02,     -1.212219,     -1.212219,     -1.212219,     -7.901550,     -1.840454,     -1.840454,     -6.061096,     -7.705132
  5.220000e-02,     -1.220395,     -1.220395,     -1.220395,     -7.705132,     -1.603158,     -1.603158,     -6.101975,     -7.501111
  5.230000e-02,     -1.227618,     -1.227618,     -1.227618,     -7.501111,     -1.363021,     -1.363021,     -6.138090,     -7.289686
  5.240000e-02,     -1.233665,     -1.233665,     -1.233665,     -7.289686,     -1.121363,     -1.121363,     -6.168323,     -7.071068
  5.250000e-02,     -1.238227,     -1.238227,     -1.238227,     -7.071068,     -0.879933,     -0.879933,     -6.191134,     -6.845471
  5.260000e-02,     -1.241696,     -1.241696,     -1.241696,     -6.845471,     -0.636989,     -0.636989,     -6.208482,     -6.613119
  5.270000e-02,     -1.244072,     -1.244072,     -1.244072,     -6.613119,     -0.392758,     -0.392758,     -6.220361,     -6.374240
  5.280000e-02,     -1.244924,     -1.244924,     -1.244924,     -6.374240,     -0.149622,     -0.149622,     -6.224618,     -6.129071
  5.290000e-02,     -1.245132,     -1.245132,     -1.245132,     -6.129071,      0.096587,      0.096587,     -6.225658,     -5.877853
  5.300000e-02,     -1.243800,     -1.243800,     -1.243800,     -5.877853,      0.341145,      0.341145,     -6.218998,     -5.620834
  5.310000e-02,     -1.241487,     -1.241487,     -1.241487,     -5.620834,      0.586603,      0.586603,     -6.207436,     -5.358268
  5.320000e-02,     -1.237430,     -1.237430,     -1.237430,     -5.358268,      0.828884,      0.828884,     -6.187152,     -5.090414
  5.330000e-02,     -1.232408,     -1.232408,     -1.232408,     -5.090414,      1.071626,      1.071626,     -6.162040,     -4.817537
  5.340000e-02,     -1.226390,     -1.226390,     -1.226390,     -4.817537,      1.314414,      1.314414,     -6.131951,     -4.539905
  5.350000e-02,     -1.218653,     -1.218653,     -1.218653,     -4.539905,      1.553359,      1.553359,     -6.093264,     -4.257793
  5.360000e-02,     -1.209659,     -1.209659,     -1.209659,     -4.257793,      1.790500,      1.790500,     -6.048293,     -3.971479
  5.370000e-02,     -1.199858,     -1.199858,     -1.199858,     -3.971479,      2.027811,      2.027811,     -5.999290,     -3.681246
  5.380000e-02,     -1.188473,     -1.188473,     -1.188473,     -3.681246,      2.261121,      2.261121,     -5.942367,     -3.387379
  5.390000e-02,     -1.176544,     -1.176544,     -1.176544,     -3.387379,      2.495340,      2.495340,     -5.882720,     -3.090170
  5.400000e-02,     -1.163052,     -1.163052,     -1.163052,     -3.090170,      2.725090,      2.725090,     -5.815260,     -2.789911
  5.410000e-02,     -1.148344,     -1.148344,     -1.148344,     -2.789911,      2.951808,      2.951808,     -5.741719,     -2.486899
  5.420000e-02,     -1.132586,     -1.132586,     -1.132586,     -2.486899,      3.176032,      3.176032,     -5.662931,     -2.181432
  5.430000e-02,     -1.115797,     -1.115797,     -1.115797,     -2.181432,      3.397553,      3.397553,     -5.578986,     -1.873813
  5.440000e-02,     -1.097993,     -1.097993,     -1.097993,     -1.873813,      3.616151,      3.616151,     -5.489964,     -1.564345
  5.450000e-02,     -1.078644,     -1.078644,     -1.078644,     -1.564345,      3.828876,      3.828876,     -5.393220,     -1.253332
  5.460000e-02,     -1.058284,     -1.058284,     -1.058284,     -1.253332,      4.038086,      4.038086,     -5.291419,     -0.941083
  5.470000e-02,     -1.037042,     -1.037042,     -1.037042,     -0.941083,      4.244127,      4.244127,     -5.185210,     -0.627905
  5.480000e-02,     -1.014937,     -1.014937,     -1.014937,     -0.627905,      4.446781,      4.446781,     -5.074686,     -0.314108
  5.490000e-02,     -0.991990,     -0.991990,     -0.991990,     -0.314108,      4.645842,      4.645842,     -4.959950,      0.000000
  5.500000e-02,     -0.967638,     -0.967638,     -0.967638,      0.000000,      4.838192,      4.838192,     -4.838192,      0.314108
  5.510000e-02,     -0.942422,     -0.942422,     -0.942422,      0.314108,      5.026217,      5.026217,     -4.712109,      0.627905
  5.520000e-02,     -0.916365,     -0.916365,     -0.916365,      0.627905,      5.209730,      5.209730,     -4.581825,      0.941083
  5.530000e-02,     -0.889491,     -0.889491,     -0.889491,      0.941083,      5.388540,      5.388540,     -4.447457,      1.253332
  5.540000e-02,     -0.861422,     -0.861422,     -0.861422,      1.253332,      5.560441,      5.560441,     -4.307109,      1.564345
  5.550000e-02,     -0.832595,     -0.832595,     -0.832595,      1.564345,      5.727319,      5.727319,     -4.162974,      1.873813
  5.560000e-02,     -0.803036,     -0.803036,     -0.803036,      1.873813,      5.888994,      5.888994,     -4.015181,      2.181432
  5.570000e-02,     -0.772772,     -0.772772,     -0.772772,      2.181432,      6.045292,      6.045292,     -3.863860,      2.486899
  5.580000e-02,     -0.741829,     -0.741829,     -0.741829,      2.486899,      6.196046,      6.196046,     -3.709147,      2.789911
  5.590000e-02,     -0.709844,     -0.709844,     -0.709844,      2.789911,      6.339131,      6.339131,     -3.549220,      3.090170
  5.600000e-02,     -0.677247,     -0.677247,     -0.677247,      3.090170,      6.476406,      6.476406,     -3.386236,      3.387379
  5.610000e-02,     -0.644068,     -0.644068,     -0.644068,      3.387379,      6.607719,      6.607719,     -3.220340,      3.681246
  5.620000e-02,     -0.610335,     -0.610335,     -0.610335,      3.681246,      6.732923,      6.732923,     -3.051677,      3.971479
  5.630000e-02,     -0.575705,     -0.575705,     -0.575705,      3.971479,      6.850002,      6.850002,     -2.878523,      4.257793
  5.640000e-02,     -0.540593,     -0.540593,     -0.540593,      4.257793,      6.960760,      6.960760,     -2.702967,      4.539905
  5.650000e-02,     -0.505032,     -0.505032,     -0.505032,      4.539905,      7.065065,      7.065065,     -2.525160,      4.817537
  5.660000e-02,     -0.469051,     -0.469051,     -0.469051,      4.817537,      7.162794,      7.162794,     -2.345257,      5.090414
  5.670000e-02,     -0.432683,     -0.432683,     -0.432683,      5.090414,      7.253830,      7.253830,     -2.163416,      5.358268
  5.680000e-02,     -0.395613,     -0.395613,     -0.395613,      5.358268,      7.336331,      7.336331,     -1.978063,      5.620834
  5.690000e-02,     -0.358232,     -0.358232,     -0.358232,      5.620834,      7.411993,      7.411993,     -1.791160,      5.877853
  5.700000e-02,     -0.320573,     -0.320573,     -0.320573,      5.877853,      7.480719,      7.480719,     -1.602866,      6.129071
  5.710000e-02,     -0.282669,     -0.282669,     -0.282669,      6.129071,      7.542415,      7.542415,     -1.413344,      6.374240
  5.720000e-02,     -0.244552,     -0.244552,     -0.244552,      6.374240,      7.596999,      7.596999,     -1.222759,      6.613119
  5.730000e-02,     -0.205946,     -0.205946,     -0.205946,      6.613119,      7.642849,      7.642849,     -1.029730,      6.845471
  5.740000e-02,     -0.167208,     -0.167208,     -0.167208,      6.845471,      7.681511,      7.681511,     -0.836040,      7.071068
  5.750000e-02,     -0.128371,     -0.128371,     -0.128371,      7.071068,      7.712922,      7.712922,     -0.641854,      7.289686
  5.760000e-02,     -0.089468,     -0.089468,     -0.089468,      7.289686,      7.737024,      7.737024,     -0.447338,      7.501111
  5.770000e-02,     -0.050259,     -0.050259,     -0.050259,      7.501111,      7.752407,      7.752407,     -0.251296,      7.705132
